country,house_style,climate_zone,plot_length_ft,plot_width_ft,num_floors,floor_height_ft,num_bedrooms,num_bathrooms,num_living_rooms,has_kitchen,has_dining,has_garage,has_garden,has_balcony,has_basement,has_swimming_pool,wall_material,roof_type,floor_material,num_windows,num_doors,window_type,quality_grade,year_built,furniture_included,furniture_style,plot_area_sqft,plot_area_cents,building_footprint,total_built_area,total_rooms,construction_cost_usd,construction_days,cost_per_sqft
USA,Craftsman,Arid,58.9,87.0,1,10,3,3,1,1,1,1,1,1,0,0,Concrete Block,Shed,Hardwood,26,18,Double Hung,Standard,1984,0,Minimalist,5124.3,11.76,2058.0,2058.0,10,323501.0,149,157.19
Japan,Craftsman,Mediterranean,119.0,98.5,1,9,2,2,1,1,1,1,1,0,0,1,Concrete Block,Hip,Hardwood,21,11,Floor to Ceiling,Premium,2023,0,Minimalist,11721.5,26.91,6616.0,6616.0,8,1545091.0,295,233.54
UK,Victorian,Mediterranean,146.8,99.5,2,10,4,4,1,1,1,0,1,0,0,0,Concrete Block,Gable,Ceramic Tile,21,19,Sliding,Standard,2012,1,Contemporary,14606.6,33.53,6064.0,12128.0,11,2238216.0,457,184.55
UK,Victorian,Continental,54.0,93.2,2,11,3,3,1,1,1,1,1,0,1,0,Stone,Gable,Laminate,7,16,Floor to Ceiling,Premium,2012,0,Rustic,5032.8,11.55,3280.0,6560.0,10,2250577.0,302,343.08
Australia,Cottage,Arid,123.8,45.3,3,12,4,2,1,1,1,1,0,1,0,0,Red Brick,Gable,Ceramic Tile,22,16,Double Hung,Premium,2006,0,Contemporary,5608.139999999999,12.87,3730.0,11190.0,10,2541158.0,447,227.09
Canada,Cottage,Continental,35.3,76.6,1,9,3,4,1,1,1,0,1,1,1,0,AAC Block,Hip,Vinyl,12,18,Single Hung,Luxury,1997,1,Traditional,2703.9799999999996,6.21,1529.0,1529.0,10,590626.0,151,386.28
Australia,Traditional,Temperate,44.3,52.6,1,9,3,1,1,1,0,0,0,1,0,0,Stone,Hip,Hardwood,20,15,Casement,Standard,1992,1,Traditional,2330.18,5.35,1327.0,1327.0,6,372087.0,113,280.4
Canada,Ranch,Arid,91.8,98.6,2,12,3,4,2,1,1,1,1,0,1,0,Red Brick,Hip,Ceramic Tile,7,7,Casement,Luxury,2008,1,Minimalist,9051.48,20.78,6282.0,12564.0,12,4191645.0,493,333.62
UK,Modern,Mediterranean,150.0,96.1,2,10,1,1,1,1,1,0,1,1,0,0,Concrete Block,Shed,Ceramic Tile,19,12,Sliding,Premium,2008,1,Modern,14415.0,33.09,8462.0,16924.0,5,3664375.0,598,216.52
India,Ranch,Tropical,143.9,46.8,1,10,2,1,2,1,0,1,1,1,0,1,Concrete Block,Hip,Laminate,14,14,Floor to Ceiling,Premium,2021,1,Rustic,6734.5199999999995,15.46,3833.0,3833.0,7,279473.0,217,72.91
India,Cottage,Temperate,43.4,85.9,2,12,5,4,2,1,1,1,1,1,0,0,AAC Block,Gable,Marble,23,19,Casement,Premium,2019,1,Modern,3728.06,8.56,1824.0,3648.0,14,312897.0,211,85.77
USA,Traditional,Tropical,58.8,30.6,1,10,6,3,1,1,1,0,0,0,0,0,AAC Block,Gable,Hardwood,22,9,Sliding,Premium,2005,0,Contemporary,1799.28,4.13,806.0,806.0,12,174918.0,98,217.02
Japan,Colonial,Continental,143.5,98.0,1,10,2,2,1,1,1,1,1,1,1,0,Red Brick,Mansard,Marble,7,13,Casement,Premium,1991,0,Contemporary,14063.0,32.28,9551.0,9551.0,8,2552203.0,391,267.22
Australia,Victorian,Continental,48.1,99.1,2,11,4,5,2,1,1,1,1,1,1,1,Wood Frame,Flat,Laminate,25,10,Double Hung,Standard,2002,1,Contemporary,4766.71,10.94,2871.0,5742.0,14,1050893.0,317,183.02
Japan,Minimalist,Continental,119.1,58.0,1,10,2,3,2,1,1,1,1,1,0,0,Steel Frame,Flat,Ceramic Tile,26,8,Double Hung,Premium,2000,1,Traditional,6907.799999999999,15.86,3092.0,3092.0,10,1187681.0,165,384.11
France,Ranch,Mediterranean,30.1,101.6,2,10,3,2,1,1,1,1,1,0,1,0,Concrete Block,Gable,Ceramic Tile,28,13,Casement,Economy,2016,1,Minimalist,3058.16,7.02,1805.0,3610.0,9,493439.0,232,136.69
Japan,Ranch,Continental,105.8,106.5,1,10,3,3,1,1,1,1,1,1,0,0,Red Brick,Flat,Vinyl,10,6,Sliding,Standard,2024,1,Minimalist,11267.699999999999,25.87,7831.0,7831.0,10,1935074.0,316,247.1
USA,Mediterranean,Tropical,89.4,43.1,2,10,4,4,1,1,1,1,1,1,1,0,Red Brick,Hip,Ceramic Tile,14,17,Double Hung,Luxury,1993,1,Rustic,3853.1400000000003,8.85,2183.0,4366.0,12,1491286.0,251,341.57
USA,Cottage,Temperate,86.5,58.3,3,11,3,2,2,1,1,1,1,1,1,0,Concrete Block,Hip,Hardwood,14,5,Casement,Standard,2018,1,Contemporary,5042.95,11.58,3226.0,9678.0,10,1519678.0,422,157.02
Japan,Minimalist,Mediterranean,129.5,49.8,2,10,5,4,1,1,1,1,1,1,0,0,Red Brick,Hip,Vinyl,6,16,Single Hung,Premium,1986,1,Contemporary,6449.099999999999,14.81,3809.0,7618.0,13,2192852.0,324,287.85
UK,Contemporary,Temperate,39.7,60.6,3,10,3,2,1,1,1,1,1,0,0,0,Stone,Mansard,Laminate,6,5,Single Hung,Standard,1990,1,Contemporary,2405.82,5.52,1261.0,3783.0,9,1065811.0,236,281.74
USA,Mediterranean,Continental,75.3,67.5,2,10,3,1,1,1,1,1,1,0,0,0,Stone,Flat,Hardwood,17,10,Sliding,Standard,1969,1,Traditional,5082.75,11.67,3048.0,6096.0,8,1495391.0,288,245.31
India,Modern,Arid,83.5,73.4,2,9,2,2,1,1,1,1,0,1,0,1,Stone,Gable,Laminate,22,19,Single Hung,Standard,1973,0,Contemporary,6128.900000000001,14.07,3512.0,7024.0,8,506254.0,326,72.07
Japan,Ranch,Mediterranean,44.9,28.3,3,10,4,1,2,1,0,1,1,1,1,0,Red Brick,Hip,Ceramic Tile,23,7,Floor to Ceiling,Premium,2009,1,Rustic,1270.67,2.92,522.0,1566.0,9,453720.0,177,289.73
UK,Traditional,Continental,40.3,30.2,1,10,2,2,1,1,1,1,1,0,0,1,Concrete Block,Mansard,Ceramic Tile,9,11,Single Hung,Premium,1978,1,Rustic,1217.06,2.79,554.0,554.0,8,224781.0,128,405.74
France,Traditional,Mediterranean,51.6,87.2,2,9,3,2,1,1,0,1,0,0,1,0,Red Brick,Gable,Hardwood,14,5,Floor to Ceiling,Luxury,1987,1,Rustic,4499.52,10.33,3068.0,6136.0,8,2343701.0,306,381.96
Australia,Contemporary,Arid,58.9,67.1,3,9,3,3,1,1,1,0,1,1,0,0,Wood Frame,Gable,Vinyl,27,14,Double Hung,Premium,2023,1,Minimalist,3952.1899999999996,9.07,2092.0,6276.0,9,1410049.0,316,224.67
UK,Craftsman,Tropical,145.9,33.5,1,11,3,2,1,1,1,1,1,1,0,0,Stone,Flat,Hardwood,19,15,Single Hung,Standard,1996,0,Traditional,4887.650000000001,11.22,3338.0,3338.0,9,833500.0,174,249.7
Spain,Mediterranean,Tropical,87.1,61.7,2,10,1,3,1,1,1,1,1,0,1,0,Concrete Block,Gable,Vinyl,9,8,Casement,Standard,1983,1,Contemporary,5374.07,12.34,3071.0,6142.0,8,737419.0,305,120.06
Australia,Mediterranean,Tropical,91.2,70.2,2,10,4,5,1,1,1,1,0,1,0,0,Stone,Gable,Marble,18,6,Casement,Economy,1993,0,Traditional,6402.240000000001,14.7,3219.0,6438.0,13,1194180.0,286,185.49
Australia,Traditional,Arid,114.8,85.4,3,10,5,1,2,1,1,0,1,1,1,0,Concrete Block,Flat,Ceramic Tile,26,11,Casement,Premium,1991,1,Modern,9803.92,22.51,4417.0,13251.0,10,3240166.0,541,244.52
Japan,Traditional,Temperate,112.1,36.2,3,10,5,3,2,1,1,1,0,1,0,0,Red Brick,Flat,Ceramic Tile,23,6,Casement,Premium,2011,0,Traditional,4058.02,9.32,1691.0,5073.0,13,1320112.0,280,260.22
USA,Victorian,Arid,90.3,119.5,2,10,6,2,1,1,1,1,1,1,1,0,Concrete Block,Gable,Hardwood,8,5,Double Hung,Economy,2024,0,Minimalist,10790.85,24.77,5899.0,11798.0,12,990723.0,462,83.97
France,Traditional,Arid,70.8,70.1,2,9,2,3,2,1,1,1,0,0,0,0,Concrete Block,Hip,Granite,29,12,Sliding,Premium,2021,0,Contemporary,4963.079999999999,11.39,3374.0,6748.0,10,1552730.0,302,230.1
India,Cottage,Continental,69.7,89.7,1,12,3,3,1,1,0,1,0,1,0,0,Red Brick,Mansard,Marble,27,12,Floor to Ceiling,Premium,1993,0,Minimalist,6252.09,14.35,3275.0,3275.0,9,225789.0,178,68.94
Germany,Traditional,Tropical,36.9,111.3,1,10,4,4,2,1,0,0,0,0,1,0,Wood Frame,Gable,Ceramic Tile,16,13,Sliding,Premium,1976,0,Minimalist,4106.969999999999,9.43,1930.0,1930.0,11,518628.0,160,268.72
Canada,Mediterranean,Mediterranean,138.0,28.0,3,9,5,4,1,1,1,1,1,0,0,0,Red Brick,Gable,Granite,14,9,Floor to Ceiling,Luxury,2003,1,Contemporary,3864.0,8.87,2323.0,6969.0,13,2690667.0,336,386.09
Japan,Victorian,Temperate,122.3,82.1,3,9,2,2,1,1,0,1,1,1,0,1,Red Brick,Gable,Ceramic Tile,11,11,Floor to Ceiling,Premium,1961,0,Contemporary,10040.83,23.05,5982.0,17946.0,7,4875903.0,680,271.7
UK,Modern,Mediterranean,104.8,76.3,2,10,3,3,2,1,0,0,1,0,0,0,AAC Block,Shed,Marble,28,5,Double Hung,Premium,1974,1,Contemporary,7996.24,18.36,4165.0,8330.0,9,2273155.0,355,272.89
USA,Mediterranean,Continental,77.5,30.5,2,10,6,2,1,1,0,1,1,1,1,0,Steel Frame,Hip,Laminate,11,5,Single Hung,Standard,2023,1,Modern,2363.75,5.43,973.0,1946.0,11,481695.0,168,247.53
UK,Traditional,Continental,99.9,90.8,2,10,3,3,1,1,1,1,1,1,1,1,Steel Frame,Shed,Hardwood,9,8,Single Hung,Standard,2015,1,Rustic,9070.92,20.82,4682.0,9364.0,10,2645672.0,423,282.54
India,Traditional,Temperate,88.2,46.0,2,11,3,4,2,1,1,1,1,1,1,1,Steel Frame,Flat,Ceramic Tile,8,10,Casement,Premium,1996,1,Traditional,4057.2000000000003,9.31,2302.0,4604.0,12,457906.0,270,99.46
UK,Traditional,Mediterranean,62.9,91.7,2,10,4,1,1,1,1,1,0,1,0,0,Red Brick,Hip,Vinyl,13,18,Floor to Ceiling,Standard,1961,0,Contemporary,5767.93,13.24,3521.0,7042.0,9,1138627.0,302,161.69
India,Victorian,Temperate,65.8,59.4,2,10,3,3,1,1,1,1,0,1,1,0,Concrete Block,Flat,Ceramic Tile,11,7,Sliding,Standard,2008,1,Contemporary,3908.5199999999995,8.97,2597.0,5194.0,10,319900.0,264,61.59
USA,Ranch,Temperate,134.9,98.2,3,10,4,2,1,1,0,0,1,1,0,0,Red Brick,Shed,Ceramic Tile,21,11,Casement,Luxury,1989,0,Modern,13247.18,30.41,6874.0,20622.0,8,5789004.0,739,280.72
Italy,Victorian,Tropical,106.2,114.5,2,10,2,4,2,1,1,1,1,0,0,0,Wood Frame,Gable,Granite,19,7,Double Hung,Standard,1997,0,Minimalist,12159.9,27.92,8285.0,16570.0,11,2656286.0,591,160.31
USA,Colonial,Mediterranean,30.2,106.7,3,11,3,2,2,1,1,1,1,0,0,1,AAC Block,Gable,Hardwood,14,11,Single Hung,Economy,1971,1,Minimalist,3222.34,7.4,1310.0,3930.0,10,562634.0,270,143.16
Germany,Cottage,Tropical,69.2,70.8,2,11,3,2,2,1,1,1,0,1,1,0,Red Brick,Shed,Hardwood,25,6,Double Hung,Premium,1993,0,Rustic,4899.36,11.25,3336.0,6672.0,10,1744923.0,324,261.53
Germany,Minimalist,Tropical,70.8,46.4,2,10,6,1,1,1,1,1,0,1,0,0,Wood Frame,Flat,Granite,27,5,Sliding,Luxury,2008,1,Minimalist,3285.12,7.54,1877.0,3754.0,11,1318298.0,208,351.17
Japan,Cottage,Tropical,114.8,119.3,3,9,3,3,1,1,1,1,1,1,0,0,Red Brick,Flat,Granite,26,18,Single Hung,Standard,2016,0,Minimalist,13695.64,31.44,5639.0,16917.0,10,3508961.0,624,207.42
France,Traditional,Arid,114.1,87.7,1,12,5,3,2,1,1,1,1,0,1,0,Red Brick,Flat,Hardwood,22,15,Floor to Ceiling,Standard,1991,1,Minimalist,10006.57,22.97,6835.0,6835.0,13,1483601.0,297,217.06
India,Minimalist,Continental,85.7,62.6,3,10,5,2,1,1,1,1,1,1,0,0,AAC Block,Shed,Vinyl,26,12,Floor to Ceiling,Standard,1999,0,Rustic,5364.820000000001,12.32,2701.0,8103.0,11,406067.0,357,50.11
Australia,Modern,Continental,144.1,70.7,1,10,4,3,2,1,1,0,1,1,0,0,Red Brick,Mansard,Hardwood,6,19,Double Hung,Economy,1969,1,Modern,10187.87,23.39,4248.0,4248.0,11,674877.0,211,158.87
UK,Craftsman,Arid,134.7,37.2,2,10,3,3,1,1,1,1,1,1,0,0,Wood Frame,Hip,Hardwood,8,18,Double Hung,Standard,1969,1,Rustic,5010.84,11.5,3421.0,6842.0,10,1297977.0,308,189.71
UK,Mediterranean,Temperate,133.9,73.0,1,11,3,2,1,1,0,1,0,1,0,0,Concrete Block,Gable,Ceramic Tile,13,14,Floor to Ceiling,Standard,2017,0,Minimalist,9774.7,22.44,6540.0,6540.0,8,985713.0,283,150.72
Japan,Ranch,Mediterranean,71.8,41.5,1,10,4,4,2,1,1,1,1,1,0,0,Concrete Block,Mansard,Ceramic Tile,14,19,Casement,Standard,2007,0,Traditional,2979.7,6.84,1974.0,1974.0,13,394657.0,139,199.93
India,Craftsman,Mediterranean,81.7,59.7,2,11,3,5,2,1,1,0,1,1,0,1,Red Brick,Gable,Ceramic Tile,6,19,Double Hung,Standard,1975,1,Minimalist,4877.490000000001,11.2,2099.0,4198.0,12,314738.0,249,74.97
Japan,Victorian,Mediterranean,80.3,71.7,1,10,3,2,1,1,1,1,1,1,0,0,Red Brick,Flat,Granite,18,15,Double Hung,Standard,1991,1,Minimalist,5757.51,13.22,2418.0,2418.0,9,469844.0,143,194.31
UK,Colonial,Tropical,82.8,115.0,3,10,5,2,2,1,1,1,1,1,0,0,AAC Block,Mansard,Ceramic Tile,13,18,Double Hung,Premium,1964,1,Contemporary,9522.0,21.86,6293.0,18879.0,12,5792093.0,695,306.8
UK,Contemporary,Mediterranean,136.7,84.3,2,10,3,2,2,1,1,0,1,1,0,0,Concrete Block,Hip,Hardwood,15,13,Single Hung,Standard,1984,1,Minimalist,11523.81,26.46,6307.0,12614.0,9,2240081.0,483,177.59
USA,Cottage,Mediterranean,59.9,60.3,3,10,5,2,2,1,1,1,0,1,1,0,Concrete Block,Gable,Vinyl,9,7,Double Hung,Premium,2004,1,Minimalist,3611.97,8.29,2464.0,7392.0,12,1412681.0,350,191.11
USA,Craftsman,Mediterranean,126.3,35.7,3,9,4,4,1,1,1,0,0,1,0,0,Concrete Block,Flat,Granite,29,16,Double Hung,Standard,2015,1,Minimalist,4508.91,10.35,1918.0,5754.0,11,782141.0,300,135.93
UK,Colonial,Continental,91.7,96.0,2,10,3,2,2,1,0,0,1,1,0,0,Concrete Block,Gable,Marble,20,14,Single Hung,Luxury,1997,1,Rustic,8803.2,20.21,5407.0,10814.0,8,3535890.0,430,326.97
USA,Traditional,Arid,59.9,69.4,1,12,4,1,2,1,1,1,0,1,0,0,Red Brick,Mansard,Vinyl,22,15,Casement,Luxury,1989,1,Contemporary,4157.06,9.54,2858.0,2858.0,10,1011431.0,173,353.89
USA,Victorian,Temperate,93.3,31.5,2,11,4,2,1,1,1,1,1,0,0,0,Red Brick,Gable,Hardwood,29,10,Double Hung,Premium,2000,1,Minimalist,2938.95,6.75,1205.0,2410.0,10,479080.0,165,198.79
Canada,Victorian,Arid,53.5,87.4,2,10,4,4,1,1,1,0,1,1,0,0,Concrete Block,Mansard,Marble,21,15,Single Hung,Standard,2014,1,Minimalist,4675.900000000001,10.73,2541.0,5082.0,11,778373.0,245,153.16
USA,Mediterranean,Mediterranean,43.0,58.3,1,11,4,3,1,1,1,0,0,1,1,0,Concrete Block,Hip,Hardwood,23,11,Floor to Ceiling,Economy,1961,0,Modern,2506.9,5.76,1544.0,1544.0,10,162654.0,142,105.35
Australia,Minimalist,Temperate,130.6,63.4,2,11,3,3,1,1,1,1,1,0,1,0,AAC Block,Shed,Ceramic Tile,25,6,Casement,Premium,1972,0,Minimalist,8280.039999999999,19.01,3421.0,6842.0,10,2083089.0,321,304.46
UK,Minimalist,Temperate,113.9,104.7,2,9,5,3,2,1,1,1,1,1,0,1,Steel Frame,Mansard,Vinyl,16,8,Casement,Premium,2012,0,Contemporary,11925.330000000002,27.38,4957.0,9914.0,13,3021804.0,427,304.8
Canada,Craftsman,Arid,54.6,38.0,2,9,3,3,2,1,0,0,1,0,1,1,Red Brick,Gable,Marble,20,9,Single Hung,Standard,2004,0,Contemporary,2074.8,4.76,839.0,1678.0,9,320729.0,190,191.14
India,Modern,Arid,143.1,57.3,1,10,4,3,1,1,1,1,1,0,0,0,Concrete Block,Hip,Marble,27,19,Single Hung,Economy,1998,0,Minimalist,8199.63,18.82,3478.0,3478.0,11,101222.0,182,29.1
UK,Minimalist,Arid,32.9,59.5,2,10,3,4,2,1,1,1,1,1,1,0,Concrete Block,Flat,Vinyl,17,6,Floor to Ceiling,Economy,1995,1,Rustic,1957.55,4.49,797.0,1594.0,12,261456.0,166,164.03
India,Minimalist,Arid,70.0,25.3,1,11,4,4,1,1,1,1,1,1,1,1,Red Brick,Hip,Marble,9,14,Sliding,Luxury,1990,1,Minimalist,1771.0,4.07,1115.0,1115.0,12,214364.0,152,192.25
India,Traditional,Tropical,32.6,105.3,3,10,1,2,1,1,1,0,0,0,1,0,Wood Frame,Flat,Vinyl,6,7,Single Hung,Premium,2010,1,Minimalist,3432.78,7.88,1470.0,4410.0,6,356265.0,275,80.79
Japan,Traditional,Continental,47.1,104.4,2,10,3,2,1,1,1,1,1,0,0,0,Red Brick,Gable,Hardwood,21,12,Double Hung,Standard,1965,1,Rustic,4917.240000000001,11.29,2174.0,4348.0,9,921918.0,237,212.03
USA,Colonial,Continental,51.6,87.9,2,10,6,3,1,1,1,1,1,0,0,0,Wood Frame,Gable,Ceramic Tile,27,8,Sliding,Premium,2021,0,Minimalist,4535.64,10.41,2626.0,5252.0,13,976166.0,258,185.87
Italy,Victorian,Mediterranean,127.2,110.4,3,10,4,4,2,1,1,1,1,1,0,1,Wood Frame,Hip,Ceramic Tile,16,16,Casement,Premium,1988,0,Rustic,14042.880000000001,32.24,7479.0,22437.0,13,4955160.0,815,220.85
India,Victorian,Tropical,149.2,50.9,2,9,3,4,1,1,1,1,1,1,0,0,AAC Block,Flat,Vinyl,15,14,Sliding,Premium,1990,0,Traditional,7594.279999999999,17.43,4021.0,8042.0,11,502293.0,342,62.46
UK,Victorian,Temperate,134.1,46.0,2,10,3,2,1,1,0,1,1,0,0,0,Red Brick,Shed,Marble,26,17,Sliding,Economy,2014,1,Minimalist,6168.599999999999,14.16,4029.0,8058.0,8,1232786.0,345,152.99
France,Colonial,Arid,106.2,31.5,2,10,3,2,1,1,1,0,0,1,1,0,Stone,Gable,Vinyl,23,19,Sliding,Luxury,1967,0,Contemporary,3345.3,7.68,2162.0,4324.0,8,2761843.0,251,638.72
UK,Contemporary,Mediterranean,116.8,81.2,1,10,5,4,1,1,0,0,1,1,0,0,AAC Block,Flat,Marble,10,9,Single Hung,Standard,1991,1,Traditional,9484.16,21.77,4928.0,4928.0,11,1188969.0,222,241.27
Canada,Traditional,Temperate,92.7,72.2,2,10,3,5,2,1,1,0,1,0,1,0,Steel Frame,Gable,Marble,15,12,Casement,Premium,1983,1,Minimalist,6692.9400000000005,15.36,4145.0,8290.0,12,2511426.0,358,302.95
India,Colonial,Continental,80.7,102.0,1,10,4,1,1,1,0,1,1,1,1,0,Concrete Block,Gable,Hardwood,20,14,Floor to Ceiling,Premium,2001,0,Traditional,8231.4,18.9,4823.0,4823.0,8,281775.0,233,58.42
France,Victorian,Temperate,113.1,70.7,1,10,4,3,2,1,1,1,1,1,1,0,Wood Frame,Flat,Hardwood,23,18,Sliding,Luxury,1998,0,Contemporary,7996.17,18.36,4209.0,4209.0,12,1653429.0,224,392.83
USA,Craftsman,Arid,146.8,44.3,2,9,3,3,2,1,1,1,0,1,0,0,Red Brick,Hip,Hardwood,28,10,Casement,Standard,2020,1,Modern,6503.24,14.93,2870.0,5740.0,11,1119208.0,270,194.98
Canada,Traditional,Arid,33.5,101.9,1,9,3,1,2,1,1,1,0,0,0,1,Stone,Flat,Ceramic Tile,26,13,Double Hung,Premium,1962,1,Minimalist,3413.65,7.84,2171.0,2171.0,9,733016.0,170,337.64
France,Ranch,Continental,67.7,68.3,1,9,2,4,1,1,1,1,0,1,0,0,Wood Frame,Mansard,Granite,17,15,Floor to Ceiling,Economy,1969,0,Contemporary,4623.91,10.62,1890.0,1890.0,10,232542.0,142,123.04
USA,Minimalist,Arid,69.6,115.8,2,9,2,2,1,1,1,1,1,1,1,0,Stone,Flat,Marble,23,6,Casement,Economy,2013,1,Minimalist,8059.679999999999,18.5,3879.0,7758.0,8,1425338.0,357,183.72
USA,Traditional,Tropical,79.7,75.8,2,10,3,4,1,1,1,1,1,1,0,1,Wood Frame,Gable,Hardwood,8,8,Single Hung,Premium,2008,1,Contemporary,6041.26,13.87,2477.0,4954.0,11,1117619.0,272,225.6
UK,Traditional,Mediterranean,105.2,36.1,2,11,1,1,2,1,1,1,1,1,0,0,Red Brick,Hip,Hardwood,28,11,Double Hung,Standard,2011,1,Contemporary,3797.7200000000003,8.72,2516.0,5032.0,7,1095438.0,259,217.69
Italy,Victorian,Continental,91.7,105.8,3,10,4,5,1,1,1,1,1,1,1,1,Red Brick,Hip,Granite,27,6,Sliding,Standard,1980,0,Contemporary,9701.86,22.27,4040.0,12120.0,13,2275668.0,527,187.76
UK,Cottage,Continental,32.2,108.4,2,10,2,3,1,1,1,1,0,1,1,0,Red Brick,Mansard,Hardwood,17,14,Double Hung,Standard,1965,1,Minimalist,3490.4800000000005,8.01,2327.0,4654.0,9,1050979.0,264,225.82
India,Contemporary,Temperate,79.4,67.3,2,9,5,2,2,1,0,1,1,0,1,0,Concrete Block,Hip,Hardwood,26,13,Single Hung,Premium,1968,1,Traditional,5343.62,12.27,2472.0,4944.0,11,396585.0,254,80.22
USA,Traditional,Continental,104.3,27.5,2,11,3,3,1,1,1,1,1,1,1,0,Concrete Block,Gable,Laminate,27,18,Double Hung,Economy,1971,1,Traditional,2868.25,6.58,1575.0,3150.0,10,386517.0,211,122.7
India,Colonial,Mediterranean,90.6,27.8,1,9,3,2,2,1,1,1,1,1,0,0,Red Brick,Gable,Ceramic Tile,29,13,Single Hung,Luxury,1960,1,Contemporary,2518.68,5.78,1016.0,1016.0,10,106019.0,102,104.35
Japan,Modern,Tropical,134.6,58.4,2,10,2,2,1,1,1,1,1,0,0,1,Concrete Block,Flat,Ceramic Tile,22,8,Floor to Ceiling,Standard,1973,1,Minimalist,7860.639999999999,18.05,5182.0,10364.0,8,1974635.0,434,190.53
Italy,Victorian,Temperate,77.8,93.0,3,11,2,2,2,1,1,1,1,0,0,0,Red Brick,Hip,Marble,23,13,Floor to Ceiling,Standard,2013,0,Traditional,7235.4,16.61,3580.0,10740.0,9,2102964.0,440,195.81
India,Victorian,Mediterranean,31.5,56.4,2,10,5,4,2,1,1,1,1,1,1,0,Concrete Block,Shed,Marble,19,14,Floor to Ceiling,Economy,2024,1,Contemporary,1776.6,4.08,1240.0,2480.0,14,165232.0,195,66.63
Canada,Cottage,Continental,64.2,25.7,2,10,4,2,1,1,1,1,0,1,1,0,Red Brick,Hip,Marble,12,17,Single Hung,Standard,1976,1,Minimalist,1649.94,3.79,919.0,1838.0,10,384435.0,179,209.16
Japan,Mediterranean,Arid,46.3,105.6,3,10,2,3,2,1,1,1,1,1,1,0,Wood Frame,Flat,Ceramic Tile,10,6,Floor to Ceiling,Premium,1977,1,Minimalist,4889.28,11.22,2278.0,6834.0,10,1799594.0,342,263.33
USA,Modern,Arid,60.0,117.0,2,12,4,3,1,1,0,1,1,0,1,0,Wood Frame,Gable,Marble,28,14,Sliding,Luxury,1970,0,Contemporary,7020.0,16.12,4460.0,8920.0,10,2539710.0,382,284.72
UK,Ranch,Mediterranean,73.5,57.9,1,10,2,4,2,1,1,1,0,1,0,0,Stone,Shed,Ceramic Tile,9,19,Single Hung,Standard,2008,1,Contemporary,4255.65,9.77,1748.0,1748.0,11,531655.0,135,304.15
Japan,Minimalist,Tropical,111.2,31.9,2,10,4,1,1,1,1,0,1,1,1,0,Concrete Block,Flat,Vinyl,9,16,Casement,Luxury,1982,0,Rustic,3547.2799999999997,8.14,1717.0,3434.0,8,1341809.0,212,390.74
Italy,Mediterranean,Arid,68.9,52.7,3,10,5,4,1,1,1,1,0,0,1,0,AAC Block,Hip,Ceramic Tile,14,14,Single Hung,Standard,2007,1,Contemporary,3631.0300000000007,8.34,2300.0,6900.0,13,1307847.0,348,189.54
Canada,Craftsman,Mediterranean,136.1,100.9,1,10,4,3,2,1,1,0,0,1,1,1,AAC Block,Gable,Hardwood,29,9,Floor to Ceiling,Premium,1972,1,Rustic,13732.49,31.53,9352.0,9352.0,11,2286290.0,395,244.47
USA,Traditional,Temperate,65.9,76.5,1,12,5,2,1,1,1,0,1,0,0,0,Red Brick,Mansard,Vinyl,18,10,Double Hung,Luxury,1961,0,Traditional,5041.35,11.57,3297.0,3297.0,10,1104740.0,180,335.07
USA,Craftsman,Continental,46.4,61.5,2,9,4,5,1,1,1,1,1,1,0,0,Concrete Block,Gable,Marble,10,10,Casement,Standard,2018,0,Rustic,2853.6,6.55,1802.0,3604.0,13,421060.0,201,116.83
USA,Ranch,Tropical,50.3,56.8,1,10,1,1,1,1,1,1,0,0,0,0,Steel Frame,Gable,Marble,22,19,Double Hung,Standard,2012,1,Modern,2857.0399999999995,6.56,1298.0,1298.0,6,359015.0,113,276.59
Germany,Colonial,Tropical,142.1,36.0,2,9,4,3,1,1,1,0,0,1,0,0,Red Brick,Flat,Ceramic Tile,23,10,Single Hung,Standard,1969,0,Traditional,5115.599999999999,11.74,2431.0,4862.0,10,956012.0,256,196.63
Canada,Contemporary,Temperate,84.6,57.3,1,10,3,3,2,1,1,1,1,0,0,0,AAC Block,Flat,Laminate,15,9,Floor to Ceiling,Luxury,1966,1,Minimalist,4847.579999999999,11.13,3307.0,3307.0,11,1281789.0,170,387.6
Spain,Colonial,Tropical,78.4,69.7,2,10,5,5,1,1,0,1,1,0,1,1,AAC Block,Mansard,Marble,17,9,Sliding,Luxury,1966,0,Modern,5464.4800000000005,12.54,3324.0,6648.0,13,1788068.0,346,268.96
India,Colonial,Mediterranean,38.3,88.9,3,11,4,4,1,1,0,1,1,0,1,0,Wood Frame,Flat,Laminate,20,16,Casement,Standard,2010,1,Modern,3404.87,7.82,1422.0,4266.0,11,359618.0,270,84.3
India,Colonial,Tropical,118.0,49.9,2,9,2,3,2,1,0,0,1,1,1,0,Red Brick,Mansard,Ceramic Tile,16,8,Double Hung,Premium,1994,0,Minimalist,5888.2,13.52,2379.0,4758.0,8,280647.0,261,58.98
India,Modern,Tropical,113.4,110.3,1,11,2,2,1,1,1,0,1,1,0,0,Stone,Gable,Hardwood,29,11,Sliding,Standard,1989,0,Minimalist,12508.02,28.71,8538.0,8538.0,7,558252.0,342,65.38
